epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
144,7026.85,2.24369,1.26056,0.94879,0.64718,0.29409,0.29853,0.12571,2.03349,1.1984,0.94497,0.00985843,0.00985843,0.00985843
145,7075.5,2.2363,1.26194,0.9523,0.64493,0.29295,0.29875,0.12602,2.0331,1.1973,0.94484,0.00985744,0.00985744,0.00985744
146,7124.5,2.22988,1.25265,0.95498,0.64634,0.29211,0.29675,0.12597,2.03302,1.19725,0.94486,0.00985645,0.00985645,0.00985645
147,7172.71,2.21911,1.2574,0.95366,0.64619,0.29247,0.29683,0.12581,2.03265,1.19733,0.94486,0.00985546,0.00985546,0.00985546
148,7221.19,2.24026,1.26783,0.95472,0.64181,0.29273,0.29685,0.12583,2.03258,1.19678,0.94477,0.00985447,0.00985447,0.00985447
149,7270.16,2.2429,1.27256,0.95532,0.64215,0.29262,0.29691,0.12589,2.03218,1.19601,0.94477,0.00985348,0.00985348,0.00985348
150,7318.68,2.23975,1.27067,0.95362,0.6423,0.29219,0.29757,0.12608,2.0314,1.19574,0.94467,0.00985249,0.00985249,0.00985249
151,7367.22,2.23538,1.26305,0.95288,0.64197,0.29187,0.29786,0.12621,2.03079,1.19505,0.94466,0.0098515,0.0098515,0.0098515
152,7415.99,2.24223,1.26896,0.95423,0.6384,0.29201,0.29872,0.12641,2.03069,1.19433,0.94468,0.00985051,0.00985051,0.00985051
153,7464.11,2.22133,1.25569,0.95299,0.63836,0.29212,0.29967,0.1267,2.03046,1.19398,0.9446,0.00984952,0.00984952,0.00984952
154,7513.57,2.22059,1.23799,0.94853,0.64044,0.29182,0.29995,0.1269,2.02984,1.19365,0.94464,0.00984853,0.00984853,0.00984853
155,7562.19,2.2422,1.26643,0.95121,0.64193,0.29134,0.30003,0.12686,2.03004,1.19351,0.94459,0.00984754,0.00984754,0.00984754
156,7610.83,2.23527,1.26351,0.95271,0.63828,0.29186,0.30031,0.12694,2.02977,1.19258,0.94456,0.00984655,0.00984655,0.00984655
